A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,55.5,7,59
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,718.5,77,757
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,289.5,31,305
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,263.5,35,281
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,330.5,55,358
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,367.0,34,384
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,53.0,6,56
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,47.5,19,57
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,552.0,60,582
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,593.5,57,622
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,703.5,101,754
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,763.0,68,797
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,148.5,23,160
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,172.5,7,176
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,235.5,15,243
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,213.5,31,229
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,403.0,54,430
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,357.5,25,370
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,439.0,38,458
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1082.5,93,1129
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,994.5,111,1050
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,600.5,51,626
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,225.5,9,230
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,260.5,51,286
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,182.5,29,197
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1063.0,156,1141
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,386.5,75,424
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,414.5,45,437
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1079.0,118,1138
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1007.5,169,1092
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,371.5,43,393
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,400.5,27,414
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1060.0,102,1111
