A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,965.0,86,1008
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,163.5,45,186
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,154.0,42,175
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,313.0,118,372
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,357.5,81,398
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,757.0,236,875
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,827.0,124,889
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,933.5,159,1013
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,1038.0,78,1077
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,51.5,13,58
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,56.0,12,62
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,164.5,31,180
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,174.5,21,185
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,301.5,17,310
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,286.0,28,300
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,435.5,51,461
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,356.5,47,380
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,664.0,78,703
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1472.5,197,1571
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1176.0,220,1286
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,838.5,73,875
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,287.5,17,296
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,164.0,32,180
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,172.5,15,180
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1851.0,276,1989
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,616.0,152,692
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,650.5,127,714
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,56.0,8,60
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1947.0,342,2118
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1688.0,438,1907
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,393.0,92,439
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,438.0,54,465
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1408.0,186,1501
