A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,112.5,15,120
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,961.0,146,1034
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,209.0,58,238
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,211.0,42,232
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,303.0,90,348
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,313.0,156,391
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,110.0,8,114
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,58.5,3,60
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,745.0,154,822
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,848.5,201,949
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,964.5,115,1022
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,1007.0,146,1080
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,53.5,5,56
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,58.0,8,62
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,168.5,21,179
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,169.0,34,186
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,289.0,40,309
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,283.0,22,294
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,447.5,67,481
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,321.0,106,374
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,678.0,130,743
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1214.5,219,1324
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1120.5,199,1220
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,844.5,141,915
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,284.5,27,298
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,213.5,49,238
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,172.5,17,181
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1842.0,280,1982
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,665.0,118,724
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,674.5,169,759
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,54.0,12,60
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1875.0,386,2068
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1759.0,206,1862
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,414.5,59,444
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,432.5,63,464
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1229.0,158,1308
