A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,114.0,10,119
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,925.0,178,1014
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,121.5,23,133
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,116.0,18,125
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,332.0,68,366
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,346.5,77,385
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,116.5,13,123
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,114.0,10,119
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,837.5,131,903
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,851.5,139,921
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,55.0,2,56
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,58.5,7,62
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,912.5,155,990
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,961.5,173,1048
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,58.0,2,59
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,59.5,5,62
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,114.0,4,116
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,171.0,26,184
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,290.0,16,298
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,263.5,31,279
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,491.5,77,530
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,343.0,60,373
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,609.0,72,645
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1426.5,127,1490
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1356.5,113,1413
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,840.0,106,893
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,281.0,18,290
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,114.0,28,128
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,116.0,12,122
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1856.0,278,1995
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,516.0,104,568
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,615.0,86,658
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,59.0,2,60
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1916.0,296,2064
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1785.0,222,1896
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,1344.0,120,1404
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,416.5,43,438
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,516.5,67,550
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,57.5,5,60
