A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,684.0,82,725
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,155.0,28,169
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,152.0,34,169
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,332.0,40,352
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,512.5,65,545
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,564.0,22,575
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,53.0,14,60
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,55.5,7,59
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,631.0,170,716
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,705.5,135,773
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,146.0,36,164
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,167.0,18,176
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,119.5,5,122
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,111.5,3,113
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,383.5,41,404
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,332.0,30,347
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,408.0,54,435
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,856.0,76,894
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,820.5,81,861
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,551.0,24,563
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,109.0,10,114
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,166.0,32,182
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,161.0,16,169
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,968.5,123,1030
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,296.5,69,331
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,391.0,64,423
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,413.5,49,438
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,975.5,181,1066
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,897.5,227,1011
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,834.5,81,875
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,333.0,120,393
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,368.0,92,414
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,51.5,7,55
