A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,689.5,57,718
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,165.0,24,177
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,161.0,22,172
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,227.0,92,273
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,430.5,77,469
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,575.0,50,600
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,612.5,71,648
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,49.0,10,54
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,56.0,6,59
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,703.5,49,728
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,705.0,72,741
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,154.0,12,160
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,151.5,23,163
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,114.5,15,122
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,108.5,9,113
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,361.0,70,396
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,421.5,47,445
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,476.0,44,498
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,876.0,104,928
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,835.5,87,879
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,606.0,40,626
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,116.5,5,119
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,158.5,23,170
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,163.0,18,172
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1099.0,138,1168
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,474.5,49,499
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,493.0,50,518
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1091.0,166,1174
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1011.5,105,1064
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,865.5,99,915
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,377.5,35,395
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,366.5,69,401
IAH,JFK,29.9844,-95.3414,40.6397,-73.7789,54.5,7,58
