A1,A2,Lat1,Lon1,Lat2,Lon2,Points,BadFlights,TotalFlights
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,58.5,5,61
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,737.5,79,777
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,268.0,48,292
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,256.5,47,280
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,324.5,69,359
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,362.0,50,387
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,56.5,7,60
IAH,PDX,29.9844,-95.3414,45.5883,-122.5975,48.0,16,56
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,551.5,89,596
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,624.5,35,642
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,712.0,102,763
IAH,ORD,29.9844,-95.3414,41.9808,-87.9067,771.5,87,815
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,53.5,3,55
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,58.0,2,59
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,164.0,14,171
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,178.0,14,185
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,230.0,16,238
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,218.5,23,230
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,428.0,36,446
ABQ,LAX,35.0403,-106.6092,33.9425,-118.4072,359.0,40,379
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,410.0,26,423
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,982.0,118,1041
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,908.0,196,1006
LAX,PDX,33.9425,-118.4072,45.5883,-122.5975,555.0,44,577
ABQ,IAH,35.0403,-106.6092,29.9844,-95.3414,224.0,12,230
JFK,ORD,40.6397,-73.7789,41.9808,-87.9067,265.0,58,294
ABQ,ORD,35.0403,-106.6092,41.9808,-87.9067,167.0,16,175
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1154.5,103,1206
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,349.5,59,379
IAH,LAX,29.9844,-95.3414,33.9425,-118.4072,370.5,33,387
JFK,PDX,40.6397,-73.7789,45.5883,-122.5975,48.5,3,50
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,1137.0,140,1207
LAX,ORD,33.9425,-118.4072,41.9808,-87.9067,997.5,173,1084
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,354.0,64,386
ORD,PDX,41.9808,-87.9067,45.5883,-122.5975,399.5,47,423
JFK,LAX,40.6397,-73.7789,33.9425,-118.4072,985.0,108,1039
